time,page,tr_JOIN_RANDOM_GROUP,tr_SIGN_UP 
0,145.97793456808952,0,68.02326637583276 
10,177.65295861209432,5.270948977408999,60.75023444827187 
20,4.400862143719648,4.400674214618697,0 
24,0,0,0 
