time,connect,request 
0,1.525,7.711 
10,1.167,5.267 
20,1.167,5.267 
30,0.991,5.267 
40,0.759,0.453 
50,0.759,0.13 
60,0.759,0.13 
70,0.759,0.13 
80,0.759,0.13 
90,0.759,0.13 
100,0.759,0.13 
110,0.759,0.13 
120,0.759,0.13 
130,0.759,0.13 
140,0.759,0.13 
150,0.759,0.13 
151,0.759,0.13 
