time,load@tsung_controller@ip-172-31-62-13 
0,0.9609375 
10,0.9609375 
20,0.9609375 
30,0.9609375 
40,0.9609375 
50,0.9609375 
60,0.9609375 
70,0.9609375 
80,0.9609375 
90,0.9609375 
100,0.9609375 
110,0.9609375 
120,0.9609375 
130,0.9609375 
140,0.9609375 
150,0.9609375 
151,0.9609375 
