time,connect,request 
0,0.2,0.6 
10,2,7.6 
20,10,30 
30,39.6,53.7 
40,96.1,62.3 
50,28.9,101.3 
60,23.5,74.4 
70,10.2,29 
80,2.6,13.2 
90,2.3,12.7 
100,1.2,12.5 
110,0.2,13 
120,0,12.8 
130,0,31.4 
140,0,82 
150,0,62.6 
151,0,2.4 
