time,load@tsung_controller@ip-172-31-62-13 
0,0.9609375 
10,0.80859375 
20,0.69140625 
30,0.578125 
40,0.48828125 
50,0.421875 
60,0.421875 
70,0.37109375 
80,0.30859375 
90,0.26171875 
100,0.21875 
110,0.19140625 
120,0.16015625 
130,0.12890625 
140,0.109375 
150,0.08984375 
151,0.078125 
