time,freemem@tsung_controller@ip-172-31-62-13 
0,680.8984375 
10,680.8984375 
20,680.8984375 
30,680.8984375 
40,680.8984375 
50,680.8984375 
60,680.8984375 
70,680.8984375 
80,680.8984375 
90,680.8984375 
100,680.8984375 
110,680.8984375 
120,680.8984375 
130,680.8984375 
140,680.8984375 
150,680.8984375 
151,680.8984375 
