time,session 
0,6089.441 
10,9742.968625000001 
20,13727.22 
30,0 
40,0 
50,0 
60,0 
70,0 
80,0 
90,87240.44666666667 
100,93354.79662500002 
110,83822.63639999996 
120,91352.6549090909 
130,104184.8491111111 
140,115077.60319999998 
150,138263.6794 
160,147107.6405 
170,153768.28050000002 
180,165443.38966666663 
190,174320.50175714283 
197,170252.82127628385 
