time,users_count,finish_users_count 
0,11,1 
10,64,9 
20,275,10 
30,605,10 
40,605,10 
50,605,10 
60,605,10 
70,605,10 
80,605,10 
90,605,13 
100,605,21 
110,605,51 
120,605,84 
130,605,93 
140,605,98 
150,605,103 
160,605,111 
170,605,117 
180,605,126 
190,605,196 
197,605,605 
