time,connect,request 
0,0.99,10.993 
10,0.894,7.974 
20,0.757,7.974 
30,0.714,7.974 
40,0.714,7.974 
50,0.714,7.974 
60,0.714,7.974 
70,0.714,7.974 
80,0.714,7.974 
90,0.714,7.974 
100,0.714,7.974 
110,0.714,7.974 
120,0.714,7.974 
130,0.714,7.974 
140,0.714,7.974 
150,0.714,7.974 
160,0.714,7.974 
170,0.714,7.974 
180,0.714,7.974 
190,0.714,7.974 
197,0.714,7.974 
