time,session 
0,0.1 
10,0.8 
20,0.1 
30,0 
40,0 
50,0 
60,0 
70,0 
80,0 
90,0.3 
100,0.8 
110,3 
120,3.3 
130,0.9 
140,0.5 
150,0.5 
160,0.8 
170,0.6 
180,0.9 
190,7 
197,40.9 
