time,load@tsung_controller@ip-172-31-42-10 
0,0.078125 
10,0.0703125 
20,0.05859375 
30,0.05078125 
40,0.05078125 
50,0.05078125 
60,0.05078125 
70,0.05078125 
80,0.05078125 
90,0.05078125 
100,0.05078125 
110,0.05078125 
120,0.05078125 
130,0.05078125 
140,0.05078125 
150,0.05078125 
160,0.05078125 
170,0.05078125 
180,0.05078125 
190,0.05078125 
197,0.05078125 
