time,200,302,504 
0,0.7,1.1, 
10,5.5,5.3, 
20,5.9,4.7, 
30,2.3,7.3, 
40,1.3,6.6, 
50,1.8,6.6, 
60,0.5,7.4, 
70,0.9,7.9, 
80,1,7.3, 
90,12.2,4.4,6.7 
100,64.6,8.4,0.1 
110,34.5,6.2,0 
120,15,7.3,0 
130,11.5,2.9,0 
140,10.7,3.5,0 
150,10.3,15.9,0 
160,12.7,21.8,0 
170,14.9,1.7,0 
180,13.9,1,0 
190,36.6,6.8,0 
197,13.7,41.1,0 
