time,session 
0,6089.441 
10,5742.885 
20,5742.885 
30,5742.885 
40,5742.885 
50,5742.885 
60,5742.885 
70,5742.885 
80,5742.885 
90,5742.885 
100,5742.885 
110,5742.885 
120,5742.885 
130,5742.885 
140,5742.885 
150,5742.885 
160,5742.885 
170,5742.885 
180,5742.885 
190,5742.885 
197,5742.885 
