time,freemem@tsung_controller@ip-172-31-42-10 
0,661.07421875 
10,658.10546875 
20,646.84375 
30,634.79296875 
40,618.984375 
50,617.1484375 
60,606.96875 
70,603.0234375 
80,595.09765625 
90,592.9375 
100,563.4921875 
110,497.51171875 
120,478.3984375 
130,472.203125 
140,453.3203125 
150,432.51953125 
160,423.5390625 
170,442.953125 
180,449.39453125 
190,433.91796875 
197,451.28125 
