time,connect,request 
0,1,1.8 
10,5,10.8 
20,20.2,10.6 
30,34.3,9.6 
40,0,7.9 
50,0,8.4 
60,0,7.9 
70,0,8.8 
80,0,8.3 
90,0,23.3 
100,0,73.1 
110,0,40.7 
120,0,22.3 
130,0,14.4 
140,0,14.2 
150,0,26.2 
160,0,34.4 
170,0,16.7 
180,0,14.9 
190,0,43.4 
197,0,54.8 
