time,freemem@tsung_controller@ip-172-31-42-10 
0,661.07421875 
10,661.07421875 
20,661.07421875 
30,661.07421875 
40,661.07421875 
50,661.07421875 
60,661.07421875 
70,661.07421875 
80,661.07421875 
90,661.07421875 
100,661.07421875 
110,661.07421875 
120,661.07421875 
130,661.07421875 
140,661.07421875 
150,661.07421875 
160,661.07421875 
170,661.07421875 
180,661.07421875 
190,661.07421875 
197,661.07421875 
