time,session 
0,6089.441 
10,13774.636 
20,13774.636 
30,13774.636 
40,13774.636 
50,13774.636 
60,13774.636 
70,13774.636 
80,13774.636 
90,88503.386 
100,98691.905 
110,107255.154 
120,113398.581 
130,120365.039 
140,128812.322 
150,141571.112 
160,152091.872 
170,155116.476 
180,170736.412 
190,179318.968 
197,179318.968 
