time,users,connected 
0,10,9 
10,55,42 
20,265,201 
30,595,343 
40,595,0 
50,595,0 
60,595,0 
70,595,0 
80,595,0 
90,595,-3 
100,595,-8 
110,595,-30 
120,595,-33 
130,595,-9 
140,595,-5 
150,595,-5 
160,595,-8 
170,595,-6 
180,595,-9 
190,595,-68 
197,595,-411 
