time,connect,request 
0,0.4,0.5 
10,4,6.9 
20,12.9,11 
30,64.3,9.2 
40,65.9,42.5 
50,26.3,26.6 
60,9.8,10.7 
70,8.6,8.8 
80,8.5,8.8 
90,10.3,38.1 
100,5.5,101.2 
110,0,31.6 
120,0,7.7 
130,0,8.8 
140,0,8.1 
150,0,9.9 
160,0,13.7 
170,0,56.5 
180,0,39.5 
190,0,25.2 
200,0,66.8 
204,0,0 
