time,freemem@tsung_controller@ip-172-31-42-10 
0,659.1640625 
10,659.1640625 
20,659.1640625 
30,659.1640625 
40,659.1640625 
50,659.1640625 
60,659.1640625 
70,659.1640625 
80,659.1640625 
90,659.1640625 
100,659.1640625 
110,659.1640625 
120,659.1640625 
130,659.1640625 
140,659.1640625 
150,659.1640625 
160,659.1640625 
170,659.1640625 
180,659.1640625 
190,659.1640625 
200,659.1640625 
204,659.1640625 
