time,502,200,302,504 
100,698,180,572,623 
110,931,180,572,706 
120,931,180,572,783 
130,931,180,572,871 
140,931,180,572,952 
150,931,180,572,1051 
160,931,180,572,1188 
170,931,574,732,1199 
180,931,761,940,1199 
190,931,929,1024,1199 
200,931,1317,1304,1199 
204,931,1317,1304,1199 
