time,connect,request 
0,6.616,354.799 
10,6.616,834.874 
20,6.616,7936.287 
30,15.256,12509.368 
40,15.256,19401.149 
50,15.256,27227.966 
60,15.256,35726.069 
70,15.256,44335.935 
80,15.256,53293.123 
90,15.256,60011.858 
100,15.256,60014.343 
110,15.256,60014.343 
120,15.256,60014.343 
130,15.256,60014.343 
140,15.256,60014.343 
150,15.256,60014.343 
160,15.256,60014.343 
170,15.256,60014.343 
180,15.256,60014.343 
190,15.256,60014.343 
200,15.256,60014.343 
204,15.256,60014.343 
