time,session 
10,1763.9773994042553 
20,2068.95021944403 
30,0.0 
40,7482.552677623509 
50,8073.181875203644 
60,6436.228706008784 
70,0 
80,0.0 
90,0.0 
100,4571.5882232153535 
110,5929.622177778538 
120,3321.470532595481 
130,8314.662185993686 
140,5473.166068048716 
150,5369.726790648632 
160,6593.6883551477495 
170,4701.447932716348 
180,13172.834954238106 
190,3203.3770681399737 
200,1545.4613625966285 
204,0 
