time,session 
10,13176.832 
20,15593.792 
30,18915.386 
40,28019.671 
50,37884.566 
60,47611.163 
70,47611.163 
80,59424.551 
90,80511.597 
100,95887.312 
110,100011.372 
120,103440.781 
130,127842.078 
140,127842.078 
150,133887.707 
160,148839.522 
170,162560.75 
180,175613.803 
190,179288.507 
200,181085.27 
204,181085.27 
