time,load@tsung_controller@ip-172-31-42-10 
0,0.0 
10,0.0 
20,0.0 
30,0.0 
40,0.0 
50,0.0703125 
60,0.05859375 
70,0.05078125 
80,0.0390625 
90,0.0390625 
100,0.03125 
110,0.01953125 
120,0.01953125 
130,0.01953125 
140,0.01171875 
150,0.01171875 
160,0.01171875 
170,0.01171875 
180,0.01171875 
190,0.078125 
200,0.0703125 
204,0.05859375 
