time,502,200,302,504 
100,69.8,0,0,31.4 
110,23.3,0,0,8.3 
120,0,0,0,7.7 
130,0,0,0,8.8 
140,0,0,0,8.1 
150,0,0,0,9.9 
160,0,0,0,13.7 
170,0,39.4,16,1.1 
180,0,18.7,20.8,0 
190,0,16.8,8.4,0 
200,0,38.8,28,0 
204,0,0,0,0 
