time,freemem@tsung_controller@ip-172-31-42-10 
0,659.1640625 
10,658.75 
20,650.1953125 
30,640.90625 
40,611.11328125 
50,595.1953125 
60,593.33984375 
70,591.44921875 
80,585.49609375 
90,579.41796875 
100,571.1015625 
110,563.42578125 
120,564.5234375 
130,563.83984375 
140,563.6796875 
150,563.04296875 
160,560.69140625 
170,569.765625 
180,509.73046875 
190,441.4765625 
200,453.25390625 
204,639.00390625 
