time,session 
10,8601.128 
20,8601.128 
30,8601.128 
40,4279.326 
50,4279.326 
60,4279.326 
70,4279.326 
80,4279.326 
90,4279.326 
100,4279.326 
110,4279.326 
120,4279.326 
130,4279.326 
140,4279.326 
150,4279.326 
160,4279.326 
170,4279.326 
180,4279.326 
190,4279.326 
200,4279.326 
204,4279.326 
