time,connect,request 
0,2.1161867090358544,128.98843089114618 
10,0.502423660246012,215.13016069657104 
20,0.7852779099335325,2347.626819262814 
30,1.2209912288664786,2093.3567128766394 
40,1.0055259843659388,6130.267855735811 
50,0.836257487435,10579.677198386986 
60,0.7250937761954549,13109.698363591462 
70,0.547303249157786,10556.349526482103 
80,0.703100294075754,13579.259920174163 
90,0.8119535528385831,10048.899219519346 
100,0.7229814706769105,27757.157161958512 
110,0,26405.424201723814 
120,0,1.0210175405037205 
130,0,0.7174753723953303 
140,0,0.817094089502842 
150,0,0.9438794615386449 
160,0,0.5779114981696769 
170,0,18106.394841993773 
180,0,2616.738754296357 
190,0,2376.386961012834 
200,0,5263.824059097262 
204,0,0 
