time,session 
10,10876.703000000001 
20,12646.658 
30,18915.386 
40,14646.439566037736 
50,16786.15401785715 
60,38061.53783333333 
70,0 
80,59424.551 
90,80511.597 
100,70001.15937113413 
110,73236.08133027518 
120,93671.0218 
130,106004.7225 
140,117766.65075000002 
150,123996.09526666667 
160,132317.20657142857 
170,134787.04769696982 
180,162405.02588888892 
190,174777.4406 
200,174702.08509642846 
204,0 
