time,connect,request 
0,1.068,22.722 
10,0.927,8.914 
20,0.526,8.914 
30,0.526,8.914 
40,0.526,0.195 
50,0.526,0.195 
60,0.526,0.195 
70,0.526,0.195 
80,0.526,0.195 
90,0.526,0.195 
100,0.526,0.195 
110,0.526,0.195 
120,0.526,0.195 
130,0.526,0.195 
140,0.526,0.195 
150,0.526,0.195 
160,0.526,0.195 
170,0.526,0.195 
180,0.526,0.195 
190,0.526,0.195 
200,0.526,0.195 
204,0.526,0.195 
