time,page,tr_JOIN_RANDOM_GROUP,tr_LOAD_GROUPS_PAGE,tr_SIGN_UP 
0,33.6305529398492,,,35.8164755016459 
10,250.99663580360425,5.5396642948828605,9.9754469433208,147.61255920432382 
