time,200,500,422,302,504 
0,1.1,,,0.3, 
10,8.1,,,2.9, 
20,25,,,6.4, 
30,34.8,1.3,,8.6, 
40,45.1,1.9,,8.2, 
50,98,0.2,3.4,9.5, 
60,32.4,1.3,3.8,8.8, 
70,1.3,2.3,2.8,10, 
80,0.4,3.6,1.9,7.7, 
90,0.7,3.4,1.4,8, 
100,0.2,3.7,0.7,7.9, 
110,0.6,3.1,0.3,7.9, 
120,0,1.3,0.2,1.9,29.4 
130,0,0,0,0,14.6 
140,29.3,0,19.1,32.9,3.2 
150,0,0,32.4,29.3,0 
150,0,0,0,0,0 
