time,freemem@tsung_controller@ip-172-31-43-129 
0,687.5859375 
10,687.5859375 
20,687.5859375 
30,687.5859375 
40,687.5859375 
50,687.5859375 
60,687.5859375 
70,687.5859375 
80,687.5859375 
90,687.5859375 
100,687.5859375 
110,687.5859375 
120,687.5859375 
130,687.5859375 
140,687.5859375 
150,687.5859375 
