time,size_sent,size_rcv 
0,5.75234375,42.14765625 
10,47.63828125,317.60234375 
20,168.8875,939.06796875 
30,268.38515625,1318.9859375 
40,385.940625,1673.7375 
50,513.91796875,3563.29296875 
60,361.71328125,1291.69609375 
70,91.2390625,213.94140625 
80,81.45,165.13203125 
90,62.0625,168.84921875 
100,69.49921875,142.1609375 
110,60.146875,142.8953125 
120,97.5625,111.17265625 
130,35.3859375,35.9296875 
140,62.1703125,1736.21796875 
150,430.55546875,756.13984375 
150,0,0 
