time,freemem@tsung_controller@ip-172-31-43-129 
0,687.5859375 
10,686.76171875 
20,672.734375 
30,646.5625 
40,598.24609375 
50,520.19140625 
60,385.66015625 
70,343.6953125 
80,339.6015625 
90,334.6015625 
100,330.609375 
110,326.06640625 
120,322.35546875 
130,316.578125 
140,315.7578125 
150,328.66796875 
