time,session 
10,873.8750071138251 
20,1118.0034814220405 
30,1817.1645605882336 
40,3556.7726964264093 
50,2333.7854300660874 
60,6963.101883956174 
70,6725.5650609296345 
80,6136.186501299193 
90,5166.816580631777 
100,1932.6884706688047 
110,5217.183419577668 
120,4120.000858546142 
130,3135.3670823458583 
140,3817.891533338155 
150,1996.1343830476414 
150,0 
