time,page,tr_CREATE_COMMENT,tr_CREATE_POST,tr_SIGN_IN 
0,164.16615269136443,,,65.04356527145636 
10,614.1133690759596,0,88.16731971745544,548.2047138065776 
20,25.704366476814307,288.988856134951,8.928279243407834,0 
26,13.476977795714172,10.734814480413075,1.8921767006984576,0 
