time,page,tr_JOIN_RANDOM_GROUP,tr_LOAD_GROUPS_PAGE,tr_SIGN_UP 
0,181.5278108272091,,12.903882990101165,67.95334890742602 
10,183.67313982079133,9.729439610588818,3.1481935821117837,78.07520300321387 
