time,page,tr_JOIN_RANDOM_GROUP,tr_LOAD_GROUPS_PAGE,tr_SIGN_UP 
0,308.9039090909091,,26.85633333333333,416.725625 
10,146.75720895522392,26.38769230769231,16.928588235294118,384.5954166666666 
