time,freemem@tsung_controller@ip-172-31-62-13 
0,686.95703125 
10,686.95703125 
20,686.95703125 
30,686.95703125 
40,686.95703125 
50,686.95703125 
60,686.95703125 
70,686.95703125 
80,686.95703125 
90,686.95703125 
100,686.95703125 
