time,connect,request 
0,1.5,5.6 
10,4.3,14.5 
20,19,29.1 
30,73,55.6 
40,80.9,114.3 
50,47.5,95.4 
60,22.8,61.2 
70,6.2,17.7 
80,2.8,12.2 
90,1.7,11.8 
100,1.1,12.3 
