time,size_sent,size_rcv 
0,23.821875,166.4046875 
10,68.66484375,421.18046875 
20,176.040625,851.35 
30,341.421875,1687.27109375 
40,456.0578125,2012.6421875 
50,432.93203125,2642.9875 
60,409.634375,1702.86328125 
70,93.95625,286.88046875 
80,75.08046875,153.9359375 
90,64.75078125,138.7984375 
100,66.99375,141.3 
