time,connect,request 
0,6.086,561.28 
10,6.086,1174.594 
20,6.82,5881.425 
30,15.439,8309.905 
40,18.248,14523.868 
50,18.248,17293.759 
60,18.248,17299.362 
70,18.248,24108.906 
80,18.248,30820.172 
90,18.248,38859.748 
100,18.248,48118.572 
