time,connect,request 
0,1.341,4.957 
10,1.236,4.593 
20,1.074,4.593 
30,0.962,4.593 
40,0.738,0.086 
50,0.738,0.086 
60,0.738,0.086 
70,0.738,0.086 
80,0.738,0.086 
90,0.738,0.086 
100,0.738,0.086 
