time,session 
10,1454.5366176098385 
20,1485.9005338501586 
30,1853.0604799974703 
40,3016.340603396872 
50,8688.93665612769 
60,6770.539813024275 
70,5932.689926782233 
80,5302.8730401368 
90,6199.857488306869 
100,6302.450859688343 
