time,session 
10,12105.835636363634 
20,14186.95325 
30,18374.244107142855 
40,23071.94656521739 
50,28363.52882258064 
60,28992.9943670886 
70,39293.58431481481 
80,54779.40057142857 
90,66996.67719999999 
100,72899.36800000002 
