time,page,tr_JOIN_RANDOM_GROUP,tr_SIGN_UP 
0,222.83662500000005,22.12466666666667,344.21459999999996 
10,294.2400263157895,22.761230769230774,435.68296000000004 
18,17.375357142857144,17.56614285714286,0 
