time,page,tr_JOIN_RANDOM_GROUP,tr_SIGN_UP 
0,162.45078122152685,5.351093491573059,59.832800237328 
10,210.6810690045984,11.674300823431627,95.17495911193447 
18,4.986722880483202,4.985487092654077,0 
