time,freemem@tsung_controller@ip-172-31-62-13 
0,680.8984375 
10,678.421875 
20,668.86328125 
30,638.93359375 
40,568.6953125 
50,526.234375 
60,440.37890625 
70,347.1796875 
80,330.5546875 
90,325.36328125 
100,320.71875 
110,318.0703125 
120,313.0234375 
130,308.61328125 
140,305.22265625 
150,305.22265625 
151,305.22265625 
