time,200,500,422,302,504 
0,5,,,1, 
10,63,,,19, 
20,303,,,79, 
30,735,21,,163, 
40,988,44,,237, 
50,1794,83,14,312, 
60,2350,95,64,409, 
70,2474,116,124,494, 
80,2495,143,132,570, 
90,2498,181,139,649, 
100,2501,215,152,724, 
110,2503,248,159,812, 
120,2510,280,168,892, 
130,2511,282,169,898,304 
140,2841,282,291,1214,356 
150,2841,282,593,1538,356 
151,2841,282,611,1544,356 
