time,200,500,422,302,504 
0,0.5,,,0.1, 
10,5.8,,,1.8, 
20,24,,,6, 
30,43.2,2.1,,8.4, 
40,25.3,2.3,,7.4, 
50,80.6,3.9,1.4,7.5, 
60,55.6,1.2,5,9.7, 
70,12.4,2.1,6,8.5, 
80,2.1,2.7,0.8,7.6, 
90,0.3,3.8,0.7,7.9, 
100,0.3,3.4,1.3,7.5, 
110,0.2,3.3,0.7,8.8, 
120,0.7,3.2,0.9,8, 
130,0.1,0.2,0.1,0.6,30.4 
140,33,0,12.2,31.6,5.2 
150,0,0,30.2,32.4,0 
151,0,0,1.8,0.6,0 
