time,connect,request 
0,9.369,284.436 
10,9.369,521.529 
20,9.369,2162.379 
30,25.163,8283.289 
40,25.163,11568.327 
50,25.163,19077.571 
60,25.163,19077.571 
70,25.163,20620.697 
80,25.163,25486.848 
90,25.163,33181.149 
100,25.163,42110.663 
110,25.163,51074.857 
120,25.163,59749.669 
130,25.163,60005.512 
140,25.163,60005.512 
150,25.163,60005.512 
151,25.163,60005.512 
