time,session 
10,14249.004 
20,11957.268416666668 
30,18006.141347826087 
40,20708.322787878787 
50,26072.85484615384 
60,31587.989606060604 
70,35711.27129824558 
80,52980.852272727265 
90,61678.59175 
100,70914.95514285713 
110,82374.4705 
120,92067.53549999998 
130,101198.29550526317 
140,107734.9968469946 
150,113842.42277106518 
151,115352.60173684215 
