time,size_sent,size_rcv 
0,3.11640625,3.98203125 
10,42.66953125,257.88828125 
20,95.5390625,398.30703125 
30,146.27421875,136.09296875 
40,39.5703125,107.06484375 
50,50.0609375,143.9171875 
60,36.86171875,95.41015625 
70,35.77109375,100.67734375 
80,41.3421875,114.2546875 
90,47.84140625,445.45546875 
100,748.32109375,5446.21640625 
110,893.44140625,5493.64453125 
119,294.34296875,2276.2515625 
