time,session 
10,5869.114 
20,5321.773 
30,5321.773 
40,5321.773 
50,5321.773 
60,5321.773 
70,5321.773 
80,5321.773 
90,5321.773 
100,5321.773 
110,5321.773 
119,5321.773 
