time,size_sent,size_rcv 
0,3.11640625,3.98203125 
10,45.7859375,261.8703125 
20,141.325,660.17734375 
30,287.59921875,796.2703125 
40,327.16953125,903.33515625 
50,377.23046875,1047.25234375 
60,414.0921875,1142.6625 
70,449.86328125,1243.33984375 
80,491.20546875,1357.59453125 
90,539.046875,1803.05 
100,1287.36796875,7249.26640625 
110,2180.809375,12742.9109375 
119,2475.15234375,15019.1625 
