time,session 
10,1600.3865399190236 
20,2820.1199012207708 
30,0.0 
40,0 
50,0 
60,0 
70,0 
80,0 
90,0 
100,9094.024747925647 
110,8039.623371554907 
119,1459.7942063929274 
