time,freemem@tsung_controller@ip-172-31-42-10 
0,660.125 
10,660.125 
20,660.125 
30,660.125 
40,660.125 
50,660.125 
60,660.125 
70,660.125 
80,660.125 
90,660.125 
100,660.125 
110,660.125 
119,660.125 
