time,connect,request 
0,1.1,0.5 
10,2.9,9.5 
20,13.3,12.6 
30,45.2,8.6 
40,0,8.1 
50,0,8.7 
60,0,9.3 
70,0,8.4 
80,0,8.5 
90,0,19.5 
100,0,126.4 
110,0,164.6 
119,0,84.8 
