time,connect,request 
0,13.738,709.224 
10,13.738,2177.085 
20,13.738,7464.271 
30,20.23,11445.423 
40,20.23,19156.291 
50,20.23,27303.488 
60,20.23,35243.005 
70,20.23,43880.423 
80,20.23,52959.129 
90,20.23,60003.744 
100,20.23,60003.744 
110,20.23,60003.744 
119,20.23,60003.744 
