time,load@tsung_controller@ip-172-31-42-10 
0,0.0 
10,0.0 
20,0.0 
30,0.0 
40,0.078125 
50,0.0703125 
60,0.05859375 
70,0.05078125 
80,0.0390625 
90,0.03125 
100,0.03125 
110,0.01953125 
119,0.01953125 
