time,page,tr_JOIN_RANDOM_GROUP,tr_LOAD_GROUPS_PAGE,tr_MAKE_POST,tr_SIGN_UP 
0,12.748,,12.934,,275.573 
10,11.106,37.964,11.223,29.702,258.112 
20,11.106,37.964,11.223,29.702,258.112 
30,10.649,37.964,10.831,29.702,258.112 
34,10.649,37.964,10.831,29.702,258.112 
