time,page,tr_CREATE_GROUP,tr_CREATE_POST,tr_SIGN_IN 
0,149.52956693581987,,,27.722394976304365 
10,567.1918174932855,0,118.502130614695,428.56087280187427 
20,7.5899329641500906,28.309048250342755,5.606875154510154,0 
28,7.16974357870454,8.579678352216948,6.2646692051535995,0 
